engagement_id,client_name,client_industry,engagement_type,practice_area,region,start_date,end_date,duration_weeks,team_size,contracted_hours,actual_hours,scope_overrun_pct,avg_billing_rate_gbp,contracted_revenue_gbp,direct_cost_gbp,overhead_cost_gbp,total_cost_gbp,actual_cost_gbp,contracted_margin_gbp,contracted_margin_pct,actual_margin_gbp,actual_margin_pct,client_satisfaction_score,is_repeat_client
ENG-0325,Vanguard Holdings,Public Sector,Data Strategy,Financial Advisory,Edinburgh,2023-08-31,2023-10-26,8,8,192.0,220.0,14.8,321.0,61557.0,31548.0,3630.0,35178.0,38821.0,26379.0,42.9,22736.0,36.9,7.6,0
ENG-0326,Horizon Partners,Telecommunications,Market Entry,Strategy & Growth,London,2023-05-02,2023-05-30,4,6,78.0,78.0,0.8,300.0,23267.0,11297.0,1365.0,12661.0,12732.0,10606.0,45.6,10535.0,45.3,9.2,1
ENG-0327,Apex Holdings,Public Sector,Data Strategy,People & Organisation,Bristol,2023-04-30,2023-07-23,12,8,369.0,384.0,4.1,234.0,86498.0,43538.0,5543.0,49081.0,50483.0,37416.0,43.3,36014.0,41.6,7.9,0
ENG-0328,Atlas Ltd,Telecommunications,Supply Chain Redesign,Technology & Digital,Bristol,2024-09-06,2024-11-01,8,10,349.0,404.0,15.8,278.0,96913.0,46514.0,5630.0,52143.0,57895.0,44770.0,46.2,39018.0,40.3,7.1,1
ENG-0329,Vanguard Partners,Public Sector,Supply Chain Redesign,Technology & Digital,Manchester,2023-02-18,2023-03-18,4,6,102.0,117.0,14.2,259.0,26419.0,15059.0,1266.0,16325.0,17953.0,10093.0,38.2,8465.0,32.0,5.8,0
ENG-0330,Crest Partners,Energy & Utilities,Operating Model Design,Strategy & Growth,London,2023-12-20,2024-01-17,4,2,32.0,38.0,19.6,267.0,8521.0,4051.0,458.0,4509.0,5128.0,4012.0,47.1,3393.0,39.8,6.6,0
ENG-0331,Ember Industries,Technology,Market Entry,Technology & Digital,London,2024-05-30,2024-07-25,8,2,54.0,60.0,11.0,277.0,15100.0,7958.0,648.0,8606.0,9268.0,6494.0,43.0,5832.0,38.6,7.7,0
ENG-0332,Meridian Enterprises,Financial Services,Market Entry,People & Organisation,London,2024-04-27,2024-07-20,12,10,504.0,645.0,28.1,223.0,112426.0,59932.0,6948.0,66880.0,80018.0,45546.0,40.5,32408.0,28.8,7.3,0
ENG-0333,Horizon Ltd,Financial Services,Digital Transformation,Operations & Supply Chain,London,2023-05-20,2023-07-15,8,4,109.0,112.0,3.3,196.0,21347.0,10882.0,1189.0,12071.0,12348.0,9276.0,43.5,8999.0,42.2,7.3,1
ENG-0334,Sentinel Solutions,Telecommunications,Market Entry,Technology & Digital,Manchester,2023-06-07,2023-09-27,16,5,259.0,259.0,0.0,245.0,63448.0,31916.0,4779.0,36695.0,36695.0,26752.0,42.2,26752.0,42.2,7.8,0
ENG-0335,Monarch Solutions,Telecommunications,M&A Due Diligence,Strategy & Growth,London,2023-07-04,2024-02-13,32,3,346.0,450.0,29.9,301.0,104196.0,58387.0,6462.0,64849.0,78442.0,39347.0,37.8,25754.0,24.7,5.7,0
ENG-0336,Falcon Ltd,Retail & Consumer,Data Strategy,Strategy & Growth,Manchester,2023-01-12,2023-06-01,20,5,359.0,377.0,5.1,309.0,110868.0,56415.0,6515.0,62929.0,65197.0,47939.0,43.2,45671.0,41.2,9.0,0
ENG-0337,Nexus Partners,Technology,Data Strategy,Strategy & Growth,London,2023-04-04,2023-09-19,24,5,447.0,528.0,18.3,287.0,127970.0,66688.0,7016.0,73705.0,83141.0,54265.0,42.4,44829.0,35.0,6.8,0
ENG-0338,Zenith PLC,Technology,Digital Transformation,Technology & Digital,London,2023-10-07,2024-02-24,20,6,527.0,573.0,8.7,294.0,154663.0,71933.0,6506.0,78439.0,83209.0,76224.0,49.3,71454.0,46.2,7.8,0
ENG-0339,Crest Capital,Financial Services,Operating Model Design,Strategy & Growth,London,2024-03-03,2024-03-31,4,4,71.0,72.0,1.6,262.0,18617.0,10075.0,1250.0,11325.0,11449.0,7291.0,39.2,7168.0,38.5,7.9,0
ENG-0340,Ember Group,Telecommunications,Operating Model Design,People & Organisation,Edinburgh,2023-09-18,2024-04-29,32,5,570.0,631.0,10.6,254.0,144923.0,76003.0,6083.0,82086.0,88187.0,62837.0,43.4,56737.0,39.1,8.2,0
ENG-0341,Nexus International,Technology,Supply Chain Redesign,Technology & Digital,Bristol,2023-10-08,2023-12-17,10,4,178.0,187.0,5.0,278.0,49413.0,25465.0,3337.0,28802.0,29805.0,20610.0,41.7,19608.0,39.7,7.4,1
ENG-0342,Sentinel Ltd,Financial Services,Cost Reduction,Technology & Digital,Edinburgh,2024-08-07,2024-10-30,12,10,464.0,528.0,13.7,267.0,123880.0,65103.0,8012.0,73115.0,80141.0,50766.0,41.0,43739.0,35.3,6.6,0
ENG-0343,Pinnacle Ltd,Healthcare & Pharma,Cost Reduction,Technology & Digital,London,2023-03-30,2023-05-25,8,5,139.0,154.0,10.7,254.0,35453.0,17546.0,1686.0,19232.0,20677.0,16221.0,45.8,14776.0,41.7,9.4,1
ENG-0344,Sentinel Industries,Healthcare & Pharma,Process Optimisation,Operations & Supply Chain,Edinburgh,2023-07-08,2023-09-30,12,6,263.0,263.0,0.0,260.0,68405.0,38904.0,3573.0,42477.0,42477.0,25928.0,37.9,25928.0,37.9,6.8,0
ENG-0345,Atlas Industries,Energy & Utilities,Strategic Review,People & Organisation,Bristol,2023-06-28,2023-10-18,16,4,207.0,254.0,22.9,219.0,45246.0,22714.0,2249.0,24964.0,28967.0,20283.0,44.8,16279.0,36.0,7.7,1
ENG-0346,Monarch Systems,Financial Services,Strategic Review,Financial Advisory,Manchester,2023-10-10,2024-01-30,16,6,316.0,325.0,2.9,323.0,102081.0,52104.0,6186.0,58290.0,59473.0,43791.0,42.9,42608.0,41.7,7.1,0
ENG-0347,Astra Ltd,Manufacturing,Workforce Transformation,Financial Advisory,Manchester,2023-02-25,2023-05-20,12,3,130.0,130.0,0.0,300.0,38991.0,20285.0,2873.0,23158.0,23158.0,15833.0,40.6,15833.0,40.6,9.7,0
ENG-0348,Sterling PLC,Financial Services,Cost Reduction,Technology & Digital,Birmingham,2024-07-06,2024-08-31,8,4,131.0,131.0,0.0,265.0,34773.0,17951.0,1573.0,19525.0,19525.0,15249.0,43.9,15249.0,43.9,8.4,0
ENG-0349,Falcon Solutions,Public Sector,Market Entry,Technology & Digital,London,2024-02-07,2024-04-03,8,8,213.0,213.0,0.0,302.0,64339.0,33456.0,4667.0,38123.0,38123.0,26216.0,40.7,26216.0,40.7,8.6,1
ENG-0350,Falcon Enterprises,Energy & Utilities,Market Entry,Financial Advisory,Birmingham,2024-05-20,2024-07-29,10,4,177.0,203.0,15.1,288.0,50922.0,26240.0,2695.0,28935.0,31997.0,21986.0,43.2,18924.0,37.2,5.6,0
ENG-0351,Nexus Corp,Telecommunications,Regulatory Compliance,Technology & Digital,London,2024-04-21,2024-06-16,8,4,115.0,121.0,4.7,301.0,34704.0,18400.0,2302.0,20702.0,21382.0,14003.0,40.3,13322.0,38.4,8.2,0
ENG-0352,Sterling Ltd,Public Sector,Regulatory Compliance,Technology & Digital,Birmingham,2023-10-01,2024-01-21,16,8,416.0,483.0,16.2,261.0,108479.0,53459.0,7575.0,61034.0,67973.0,47445.0,43.7,40505.0,37.3,8.1,1
ENG-0353,Zenith Holdings,Energy & Utilities,Operating Model Design,Operations & Supply Chain,Bristol,2023-12-26,2024-01-23,4,4,55.0,55.0,0.0,254.0,14111.0,7764.0,1148.0,8912.0,8912.0,5200.0,36.8,5200.0,36.8,8.5,1
ENG-0354,Zenith Systems,Public Sector,Digital Transformation,Technology & Digital,Manchester,2024-01-01,2024-04-22,16,6,365.0,417.0,14.2,233.0,85275.0,42573.0,3471.0,46044.0,50608.0,39230.0,46.0,34667.0,40.7,7.8,0
ENG-0355,Sterling Enterprises,Healthcare & Pharma,Workforce Transformation,Strategy & Growth,Manchester,2023-03-26,2023-06-18,12,3,124.0,124.0,0.1,251.0,31095.0,16964.0,1921.0,18886.0,18899.0,12209.0,39.3,12196.0,39.2,8.1,1
ENG-0356,Crest Capital,Retail & Consumer,Customer Experience,Operations & Supply Chain,Edinburgh,2024-10-07,2025-02-24,20,5,322.0,322.0,0.0,238.0,76567.0,38304.0,5180.0,43484.0,43484.0,33082.0,43.2,33082.0,43.2,7.9,1
ENG-0357,Helix Capital,Financial Services,Market Entry,Strategy & Growth,Bristol,2023-08-26,2023-10-07,6,3,55.0,55.0,0.0,288.0,15763.0,8203.0,1050.0,9253.0,9253.0,6510.0,41.3,6510.0,41.3,8.0,1
ENG-0358,Vanguard Holdings,Technology,Workforce Transformation,Financial Advisory,Birmingham,2024-03-16,2024-08-31,24,2,155.0,155.0,0.0,301.0,46529.0,24508.0,3518.0,28026.0,28026.0,18503.0,39.8,18503.0,39.8,9.4,0
ENG-0359,Meridian Enterprises,Technology,Digital Transformation,Technology & Digital,Manchester,2023-05-31,2023-07-26,8,8,271.0,370.0,36.5,283.0,76669.0,42282.0,5901.0,48183.0,60479.0,28485.0,37.2,16189.0,21.1,4.9,0
ENG-0360,Monarch Systems,Retail & Consumer,Market Entry,Technology & Digital,London,2024-01-24,2024-04-17,12,4,139.0,165.0,18.3,256.0,35680.0,19135.0,1842.0,20977.0,23668.0,14702.0,41.2,12012.0,33.7,7.5,0
ENG-0361,Astra Enterprises,Telecommunications,Digital Transformation,Operations & Supply Chain,Bristol,2023-04-09,2023-05-21,6,5,110.0,128.0,16.3,238.0,26145.0,13446.0,1703.0,15149.0,16883.0,10996.0,42.1,9262.0,35.4,6.2,0
ENG-0362,Sentinel PLC,Retail & Consumer,Workforce Transformation,Strategy & Growth,London,2024-06-07,2024-09-27,16,3,188.0,222.0,18.2,290.0,54345.0,27219.0,3486.0,30705.0,34619.0,23640.0,43.5,19727.0,36.3,6.4,0
ENG-0363,Vanguard Systems,Healthcare & Pharma,Market Entry,Strategy & Growth,Edinburgh,2023-06-06,2023-07-18,6,5,107.0,116.0,8.3,304.0,32613.0,17962.0,1586.0,19548.0,20681.0,13065.0,40.1,11932.0,36.6,8.5,0
ENG-0364,Cascade Enterprises,Energy & Utilities,Strategic Review,Financial Advisory,London,2023-09-26,2024-03-12,24,6,574.0,711.0,23.8,275.0,157930.0,86297.0,9253.0,95550.0,111461.0,62380.0,39.5,46468.0,29.4,6.2,1
ENG-0365,Cascade Enterprises,Manufacturing,Market Entry,Financial Advisory,Birmingham,2024-08-24,2024-09-21,4,2,23.0,28.0,20.9,306.0,7035.0,3481.0,496.0,3977.0,4559.0,3058.0,43.5,2475.0,35.2,7.6,1
ENG-0366,Helix Partners,Technology,Workforce Transformation,Strategy & Growth,London,2024-09-23,2024-11-18,8,4,98.0,103.0,5.3,298.0,29123.0,14432.0,1676.0,16109.0,16704.0,13015.0,44.7,12420.0,42.6,6.3,0
ENG-0367,Atlas Partners,Manufacturing,Strategic Review,Technology & Digital,Edinburgh,2024-06-04,2024-08-27,12,4,135.0,143.0,6.3,269.0,36170.0,18505.0,1901.0,20407.0,21303.0,15763.0,43.6,14867.0,41.1,7.9,0
ENG-0368,Meridian Industries,Healthcare & Pharma,Strategic Review,Technology & Digital,Edinburgh,2023-07-15,2023-12-02,20,8,528.0,553.0,4.7,281.0,148450.0,81416.0,11165.0,92581.0,95645.0,55869.0,37.6,52805.0,35.6,8.8,1
ENG-0369,Apex Solutions,Energy & Utilities,Regulatory Compliance,Technology & Digital,London,2023-12-03,2024-02-11,10,4,154.0,166.0,7.8,241.0,37228.0,19242.0,2382.0,21624.0,22802.0,15604.0,41.9,14426.0,38.8,7.8,1
ENG-0370,Vanguard PLC,Public Sector,Market Entry,Strategy & Growth,London,2023-06-19,2023-08-28,10,3,84.0,92.0,9.8,275.0,22972.0,11572.0,1709.0,13281.0,14195.0,9691.0,42.2,8777.0,38.2,8.1,0
ENG-0371,Helix Corp,Telecommunications,Data Strategy,Operations & Supply Chain,Bristol,2023-02-27,2023-05-22,12,5,264.0,293.0,10.9,241.0,63491.0,36118.0,3811.0,39929.0,42967.0,23563.0,37.1,20524.0,32.3,7.2,1
ENG-0372,Vertex International,Financial Services,Process Optimisation,People & Organisation,Bristol,2023-08-18,2023-10-13,8,5,112.0,112.0,0.0,262.0,29314.0,14842.0,1270.0,16112.0,16112.0,13202.0,45.0,13202.0,45.0,9.5,0
ENG-0373,Atlas PLC,Public Sector,Data Strategy,People & Organisation,London,2024-07-01,2024-08-26,8,5,146.0,168.0,15.2,231.0,33701.0,16604.0,1928.0,18532.0,20506.0,15168.0,45.0,13195.0,39.2,7.5,0
ENG-0374,Astra International,Financial Services,Market Entry,People & Organisation,Manchester,2023-05-21,2023-07-02,6,5,132.0,147.0,11.1,207.0,27345.0,13847.0,1973.0,15819.0,17050.0,11526.0,42.1,10295.0,37.6,9.6,1
ENG-0375,Pinnacle Partners,Manufacturing,Cost Reduction,People & Organisation,London,2024-05-13,2024-07-22,10,8,234.0,305.0,30.6,243.0,56927.0,29044.0,2830.0,31875.0,38699.0,25052.0,44.0,18228.0,32.0,4.7,1
ENG-0376,Astra Ltd,Public Sector,M&A Due Diligence,Operations & Supply Chain,Birmingham,2023-11-20,2024-01-15,8,4,135.0,159.0,17.6,257.0,34691.0,16693.0,1904.0,18597.0,20884.0,16094.0,46.4,13808.0,39.8,6.7,0
ENG-0377,Astra Industries,Telecommunications,Process Optimisation,People & Organisation,London,2023-03-13,2023-05-08,8,10,330.0,362.0,9.5,231.0,76180.0,39870.0,5091.0,44961.0,47950.0,31219.0,41.0,28230.0,37.1,8.3,1
ENG-0378,Vanguard Corp,Healthcare & Pharma,Process Optimisation,Financial Advisory,London,2024-03-25,2024-06-17,12,4,175.0,175.0,0.0,256.0,44704.0,23195.0,2975.0,26170.0,26170.0,18534.0,41.5,18534.0,41.5,10.0,1
ENG-0379,Helix PLC,Telecommunications,M&A Due Diligence,Operations & Supply Chain,Manchester,2023-03-03,2023-04-28,8,3,90.0,100.0,11.0,237.0,21256.0,10891.0,879.0,11770.0,12678.0,9487.0,44.6,8579.0,40.4,8.4,1
ENG-0380,Horizon Systems,Retail & Consumer,M&A Due Diligence,Technology & Digital,London,2024-04-02,2024-05-14,6,5,114.0,114.0,0.0,268.0,30604.0,16989.0,1370.0,18359.0,18359.0,12245.0,40.0,12245.0,40.0,9.2,1
ENG-0381,Helix International,Financial Services,Strategic Review,Technology & Digital,London,2023-09-29,2023-11-24,8,5,132.0,146.0,10.5,238.0,31444.0,16591.0,2152.0,18744.0,20126.0,12700.0,40.4,11318.0,36.0,6.1,0
ENG-0382,Cascade Group,Healthcare & Pharma,Operating Model Design,Strategy & Growth,Manchester,2024-05-19,2024-07-28,10,4,174.0,187.0,7.8,298.0,51715.0,26467.0,3708.0,30175.0,31832.0,21540.0,41.7,19883.0,38.4,7.4,1
ENG-0383,Meridian Partners,Public Sector,Market Entry,Strategy & Growth,London,2024-10-04,2024-11-29,8,4,132.0,150.0,13.9,265.0,34870.0,17697.0,2316.0,20012.0,21962.0,14857.0,42.6,12907.0,37.0,7.1,0
ENG-0384,Ember Partners,Public Sector,M&A Due Diligence,Financial Advisory,London,2024-09-16,2025-02-03,20,8,636.0,636.0,0.0,299.0,189980.0,106448.0,13359.0,119807.0,119807.0,70173.0,36.9,70173.0,36.9,9.4,0
ENG-0385,Ironbridge Systems,Manufacturing,Customer Experience,Technology & Digital,London,2023-08-04,2023-10-27,12,8,327.0,342.0,4.6,277.0,90631.0,51207.0,4193.0,55400.0,57198.0,35231.0,38.9,33433.0,36.9,7.0,1
ENG-0386,Sentinel Solutions,Public Sector,Customer Experience,People & Organisation,London,2023-06-13,2023-08-08,8,5,115.0,142.0,23.3,257.0,29729.0,14370.0,1752.0,16122.0,18756.0,13607.0,45.8,10973.0,36.9,7.5,0
ENG-0387,Horizon Capital,Energy & Utilities,Strategic Review,Financial Advisory,Edinburgh,2023-07-26,2023-09-06,6,10,241.0,245.0,1.6,314.0,75557.0,38247.0,5128.0,43375.0,43869.0,32182.0,42.6,31688.0,41.9,8.9,0
ENG-0388,Ember Ltd,Technology,Data Strategy,Technology & Digital,Birmingham,2024-09-08,2024-11-17,10,4,178.0,202.0,13.1,285.0,50878.0,25902.0,3810.0,29713.0,32429.0,21166.0,41.6,18450.0,36.3,6.1,0
ENG-0389,Cobalt Industries,Retail & Consumer,Process Optimisation,People & Organisation,Bristol,2023-03-11,2023-07-01,16,4,277.0,304.0,9.5,208.0,57777.0,32074.0,4356.0,36430.0,38861.0,21347.0,36.9,18916.0,32.7,8.2,0
ENG-0390,Ironbridge International,Financial Services,M&A Due Diligence,Financial Advisory,Manchester,2024-08-07,2024-10-30,12,4,161.0,170.0,5.3,307.0,49518.0,24892.0,3624.0,28516.0,29578.0,21002.0,42.4,19940.0,40.3,7.0,0
ENG-0391,Helix PLC,Healthcare & Pharma,Cost Reduction,People & Organisation,London,2023-08-09,2023-11-01,12,5,251.0,279.0,11.1,240.0,60067.0,34048.0,2772.0,36820.0,39694.0,23247.0,38.7,20373.0,33.9,8.5,0
ENG-0392,Cascade Holdings,Energy & Utilities,Supply Chain Redesign,Financial Advisory,Bristol,2024-05-03,2024-09-20,20,6,380.0,436.0,14.7,282.0,107154.0,52616.0,4683.0,57299.0,63214.0,49855.0,46.5,43939.0,41.0,6.5,1
ENG-0393,Nexus Partners,Manufacturing,M&A Due Diligence,People & Organisation,Manchester,2024-01-28,2024-03-10,6,8,166.0,188.0,13.6,202.0,33524.0,17944.0,2088.0,20032.0,21934.0,13491.0,40.2,11590.0,34.6,6.2,1
ENG-0394,Horizon Solutions,Public Sector,Supply Chain Redesign,Strategy & Growth,Bristol,2023-06-12,2023-08-21,10,4,121.0,138.0,13.5,259.0,31462.0,16795.0,2240.0,19035.0,20833.0,12427.0,39.5,10629.0,33.8,6.7,1
ENG-0395,Cobalt Group,Technology,Operating Model Design,Technology & Digital,Bristol,2024-05-06,2024-06-17,6,8,183.0,192.0,4.7,253.0,46273.0,23310.0,2879.0,26189.0,27059.0,20084.0,43.4,19214.0,41.5,9.2,0
ENG-0396,Astra Ltd,Financial Services,M&A Due Diligence,Strategy & Growth,Manchester,2023-05-25,2023-06-22,4,10,161.0,187.0,16.1,317.0,50893.0,27972.0,4166.0,32137.0,35758.0,18756.0,36.9,15136.0,29.7,8.3,0
ENG-0397,Ember Ltd,Telecommunications,Supply Chain Redesign,People & Organisation,London,2024-07-06,2024-12-21,24,4,353.0,367.0,4.0,211.0,74608.0,38729.0,3659.0,42388.0,43567.0,32220.0,43.2,31041.0,41.6,9.2,1
ENG-0398,Crest Ltd,Technology,Process Optimisation,Technology & Digital,London,2023-02-08,2023-05-31,16,3,216.0,216.0,0.0,312.0,67251.0,34789.0,3553.0,38342.0,38342.0,28909.0,43.0,28909.0,43.0,8.9,0
ENG-0399,Atlas Capital,Healthcare & Pharma,M&A Due Diligence,Operations & Supply Chain,Manchester,2023-04-30,2023-07-23,12,6,316.0,345.0,9.2,256.0,80802.0,40436.0,4833.0,45270.0,48176.0,35533.0,44.0,32626.0,40.4,8.0,1
ENG-0400,Horizon International,Technology,Supply Chain Redesign,Financial Advisory,Manchester,2023-01-04,2023-04-26,16,3,161.0,219.0,35.9,283.0,45561.0,23638.0,2896.0,26534.0,33195.0,19027.0,41.8,12366.0,27.1,5.2,0
ENG-0401,Monarch Capital,Manufacturing,Customer Experience,Operations & Supply Chain,Manchester,2023-06-17,2023-07-29,6,4,97.0,117.0,19.6,253.0,24705.0,13355.0,1708.0,15063.0,17132.0,9642.0,39.0,7572.0,30.7,5.8,0
ENG-0402,Cobalt Corp,Public Sector,Data Strategy,Operations & Supply Chain,Manchester,2024-09-20,2024-11-01,6,5,114.0,114.0,0.0,231.0,26190.0,13393.0,1526.0,14919.0,14919.0,11272.0,43.0,11272.0,43.0,9.1,0
ENG-0403,Ironbridge PLC,Healthcare & Pharma,M&A Due Diligence,People & Organisation,Birmingham,2023-04-29,2023-07-22,12,8,267.0,336.0,26.0,236.0,62946.0,33572.0,4645.0,38217.0,45177.0,24729.0,39.3,17769.0,28.2,7.8,0
ENG-0404,Cascade Ltd,Energy & Utilities,M&A Due Diligence,Strategy & Growth,London,2023-10-06,2024-01-26,16,4,187.0,214.0,14.1,311.0,58157.0,28816.0,3823.0,32639.0,35867.0,25518.0,43.9,22290.0,38.3,8.1,0
ENG-0405,Cascade Systems,Healthcare & Pharma,Cost Reduction,Technology & Digital,London,2023-07-12,2023-09-20,10,10,414.0,414.0,0.0,260.0,107424.0,56799.0,7313.0,64113.0,64113.0,43311.0,40.3,43311.0,40.3,7.8,0
ENG-0406,Atlas Systems,Telecommunications,Regulatory Compliance,Technology & Digital,Edinburgh,2024-06-09,2024-10-27,20,2,150.0,179.0,19.1,249.0,37423.0,18871.0,2531.0,21402.0,24257.0,16021.0,42.8,13166.0,35.2,5.9,0
ENG-0407,Pinnacle Industries,Energy & Utilities,M&A Due Diligence,Operations & Supply Chain,Manchester,2024-08-02,2024-09-27,8,4,92.0,110.0,19.2,228.0,20966.0,11642.0,1330.0,12971.0,14716.0,7994.0,38.1,6250.0,29.8,6.8,0
ENG-0408,Vanguard Holdings,Technology,M&A Due Diligence,Operations & Supply Chain,London,2024-07-17,2024-09-25,10,5,211.0,263.0,24.6,243.0,51298.0,27748.0,3999.0,31746.0,37221.0,19551.0,38.1,14077.0,27.4,4.7,0
ENG-0409,Helix PLC,Technology,Operating Model Design,Financial Advisory,Edinburgh,2023-06-24,2023-10-14,16,3,140.0,140.0,0.0,247.0,34732.0,18229.0,2679.0,20908.0,20908.0,13824.0,39.8,13824.0,39.8,8.8,1
ENG-0410,Vertex Group,Financial Services,Strategic Review,Technology & Digital,London,2024-04-27,2024-06-08,6,3,62.0,62.0,0.0,256.0,16002.0,8089.0,868.0,8957.0,8957.0,7046.0,44.0,7046.0,44.0,8.2,1
ENG-0411,Sentinel International,Public Sector,Regulatory Compliance,Financial Advisory,Manchester,2023-08-19,2023-09-30,6,6,137.0,151.0,9.7,267.0,36725.0,19942.0,2514.0,22456.0,23977.0,14270.0,38.9,12749.0,34.7,7.4,0
ENG-0412,Atlas Ltd,Financial Services,Strategic Review,Strategy & Growth,Manchester,2023-12-24,2024-02-18,8,8,274.0,340.0,24.2,295.0,80690.0,43646.0,5075.0,48720.0,56974.0,31970.0,39.6,23716.0,29.4,7.5,1
ENG-0413,Crest Group,Financial Services,Operating Model Design,People & Organisation,Birmingham,2023-11-21,2024-01-16,8,4,98.0,102.0,3.6,214.0,21017.0,10683.0,1408.0,12091.0,12393.0,8926.0,42.5,8624.0,41.0,7.6,0
ENG-0414,Sterling Enterprises,Retail & Consumer,M&A Due Diligence,People & Organisation,Manchester,2024-07-18,2025-01-02,24,5,398.0,506.0,27.3,240.0,95281.0,47253.0,5805.0,53058.0,63191.0,42223.0,44.3,32091.0,33.7,6.0,0
ENG-0415,Nexus Ltd,Energy & Utilities,Data Strategy,Financial Advisory,London,2024-02-05,2024-06-24,20,6,419.0,432.0,3.0,293.0,122764.0,65199.0,5679.0,70878.0,72378.0,51886.0,42.3,50386.0,41.0,7.4,0
ENG-0416,Crest Holdings,Financial Services,Data Strategy,Operations & Supply Chain,Edinburgh,2023-05-31,2023-08-23,12,3,108.0,130.0,19.6,284.0,30753.0,15312.0,1980.0,17291.0,19668.0,13461.0,43.8,11084.0,36.0,6.9,0
ENG-0417,Atlas Holdings,Manufacturing,Customer Experience,People & Organisation,Birmingham,2023-04-27,2023-07-20,12,10,513.0,513.0,0.0,231.0,118656.0,61575.0,8128.0,69703.0,69703.0,48954.0,41.3,48954.0,41.3,7.6,0
ENG-0418,Sterling Corp,Public Sector,Operating Model Design,Financial Advisory,Birmingham,2023-01-15,2023-03-26,10,5,148.0,159.0,7.6,276.0,40662.0,19155.0,2195.0,21350.0,22492.0,19311.0,47.5,18169.0,44.7,8.4,1
ENG-0419,Apex PLC,Energy & Utilities,Customer Experience,Technology & Digital,Edinburgh,2023-09-14,2024-01-04,16,3,153.0,191.0,24.5,270.0,41387.0,21408.0,2274.0,23683.0,27751.0,17705.0,42.8,13636.0,32.9,8.4,1
ENG-0420,Sterling Solutions,Financial Services,Data Strategy,Financial Advisory,Edinburgh,2024-07-16,2024-10-08,12,4,137.0,137.0,0.0,307.0,42080.0,21363.0,2709.0,24072.0,24072.0,18008.0,42.8,18008.0,42.8,8.0,0
ENG-0421,Pinnacle Enterprises,Telecommunications,Supply Chain Redesign,Strategy & Growth,London,2023-06-02,2023-11-17,24,3,211.0,245.0,16.1,260.0,54958.0,30861.0,3538.0,34399.0,38271.0,20560.0,37.4,16687.0,30.4,7.4,0
ENG-0422,Meridian Solutions,Technology,Strategic Review,Strategy & Growth,London,2024-01-07,2024-03-03,8,4,102.0,114.0,11.6,309.0,31430.0,16154.0,1433.0,17587.0,19020.0,13843.0,44.0,12410.0,39.5,7.4,0
ENG-0423,Vanguard Partners,Retail & Consumer,Data Strategy,People & Organisation,Bristol,2024-08-01,2024-10-10,10,2,67.0,79.0,18.6,226.0,15127.0,8283.0,1133.0,9416.0,10644.0,5711.0,37.8,4483.0,29.6,7.4,1
ENG-0424,Ember Partners,Public Sector,Digital Transformation,Technology & Digital,Bristol,2023-04-30,2023-07-23,12,8,413.0,425.0,3.0,256.0,105467.0,54420.0,7664.0,62084.0,63373.0,43383.0,41.1,42094.0,39.9,7.5,0
ENG-0425,Apex International,Financial Services,Cost Reduction,Operations & Supply Chain,Manchester,2023-03-29,2023-07-19,16,4,200.0,221.0,10.3,239.0,47883.0,23306.0,2906.0,26213.0,28103.0,21670.0,45.3,19780.0,41.3,7.0,0
ENG-0426,Zenith Industries,Retail & Consumer,Customer Experience,Technology & Digital,Bristol,2024-04-03,2024-08-21,20,4,301.0,333.0,10.5,254.0,76363.0,42200.0,4043.0,46242.0,49638.0,30121.0,39.4,26726.0,35.0,7.8,0
ENG-0427,Falcon Group,Manufacturing,M&A Due Diligence,Operations & Supply Chain,Manchester,2024-05-29,2024-09-18,16,4,241.0,246.0,2.0,245.0,58934.0,31529.0,3015.0,34544.0,35037.0,24390.0,41.4,23897.0,40.5,9.1,0
ENG-0428,Horizon PLC,Energy & Utilities,Workforce Transformation,Operations & Supply Chain,London,2023-06-17,2023-10-07,16,6,357.0,357.0,0.0,269.0,96084.0,53689.0,6181.0,59870.0,59870.0,36214.0,37.7,36214.0,37.7,8.1,1
ENG-0429,Helix PLC,Manufacturing,Process Optimisation,Technology & Digital,Edinburgh,2023-03-15,2023-10-25,32,6,607.0,607.0,0.0,271.0,164353.0,91742.0,11051.0,102793.0,102793.0,61560.0,37.5,61560.0,37.5,8.5,0
ENG-0430,Vanguard Corp,Public Sector,Data Strategy,Technology & Digital,Manchester,2023-07-12,2023-11-01,16,5,309.0,309.0,0.0,246.0,76184.0,40955.0,3624.0,44579.0,44579.0,31605.0,41.5,31605.0,41.5,7.7,0
ENG-0431,Cascade Industries,Energy & Utilities,Regulatory Compliance,Strategy & Growth,Bristol,2024-02-19,2024-06-10,16,4,231.0,244.0,5.8,286.0,65991.0,30439.0,4302.0,34741.0,36158.0,31250.0,47.4,29833.0,45.2,8.1,0
ENG-0432,Cobalt Partners,Financial Services,Process Optimisation,People & Organisation,Manchester,2024-02-18,2024-04-14,8,3,74.0,77.0,4.6,243.0,18000.0,9149.0,1153.0,10303.0,10636.0,7698.0,42.8,7365.0,40.9,7.4,0
ENG-0433,Vanguard Capital,Public Sector,Supply Chain Redesign,Operations & Supply Chain,Edinburgh,2023-03-26,2023-05-07,6,2,50.0,52.0,3.9,284.0,14317.0,7837.0,1174.0,9012.0,9257.0,5305.0,37.1,5060.0,35.3,6.3,0
